Naja_naja_C9A	CM019149.1	585	81	274	354	286399544	286399786	100.000	3.75e-43	171
Naja_naja_C9A	CM019149.1	585	80	454	533	286406987	286407226	96.250	9.83e-40	161
Naja_naja_C9A	CM019149.1	585	75	199	273	286395277	286395501	96.000	1.45e-34	145
Naja_naja_C9A	CM019149.1	585	74	454	527	286454852	286455073	87.838	4.42e-33	141
Naja_naja_C9A	CM019149.1	585	68	397	464	286405573	286405776	89.706	1.21e-27	124
Naja_naja_C9A	CM019149.1	585	52	534	585	286408797	286408952	100.000	1.19e-25	118
Naja_naja_C9A	CM019149.1	585	51	57	107	286390065	286390217	98.039	5.42e-23	109
Naja_naja_C9A	CM019149.1	585	70	298	367	286449931	286450131	64.286	5.06e-22	99.4
Naja_naja_C9A	CM019149.1	585	16	276	291	286449869	286449916	68.750	5.06e-22	29.6
Naja_naja_C9A	CM019149.1	585	50	107	156	286391145	286391294	100.000	5.55e-22	106
Naja_naja_C9A	CM019149.1	585	47	157	203	286393405	286393545	97.872	9.64e-21	102
Naja_naja_C9A	CM019149.1	585	69	401	469	286453444	286453650	66.667	2.21e-18	95.1
Naja_naja_C9A	CM019149.1	585	50	107	156	286441734	286441883	86.000	1.98e-17	92.4
Naja_naja_C9A	CM019149.1	585	43	354	396	286402510	286402638	100.000	5.12e-16	87.8
Naja_naja_C9A	CM019149.1	585	47	157	203	286443481	286443621	78.723	2.16e-15	85.9
Naja_naja_C9A	CM019149.1	585	57	529	585	286455983	286456153	63.158	2.10e-14	82.4
Naja_naja_C9A	CM019149.1	585	45	26	70	286386202	286386336	80.000	6.88e-13	77.8
Naja_naja_C9A	CM019149.1	585	54	54	107	286439780	286439941	62.963	8.97e-13	77.4
Naja_naja_C9A	CM019149.1	585	75	198	272	286445313	286445537	53.333	1.55e-12	76.6
Naja_naja_C9A	CM019149.1	585	56	529	584	285749744	285749577	46.429	1.32e-07	60.5
Naja_naja_C9A	CM019149.1	585	50	536	584	285701040	285701189	54.000	2.06e-06	56.6
Naja_naja_C9A	CM019149.1	585	81	275	355	285653814	285654056	33.333	3.05e-06	56.2
Naja_naja_C9A	CM019149.1	585	69	458	526	285752159	285751956	39.130	6.23e-06	55.1
Naja_naja_C9A	CM019149.1	585	45	26	70	286439094	286439228	55.556	9.78e-06	54.3
Naja_naja_C9A	SOZL01000598.1	585	79	454	532	9179	9415	84.810	2.45e-34	144
Naja_naja_C9A	SOZL01000598.1	585	92	276	367	2529	2795	65.217	1.92e-31	135
Naja_naja_C9A	SOZL01000598.1	585	69	401	469	7785	7991	66.667	3.42e-18	94.7
Naja_naja_C9A	SOZL01000598.1	585	57	529	585	10314	10484	63.158	1.98e-14	82.4
Naja_naja_C9A	CM019155.1	585	225	298	515	130540239	130540862	25.778	1.07e-09	67.4
Naja_naja_C9A	CM019150.1	585	51	530	580	71190200	71190048	52.941	3.79e-08	62.4
Naja_naja_C9A	CM019150.1	585	81	277	357	71145730	71145972	33.333	2.37e-07	59.7
Naja_naja_C9A	CM019150.1	585	48	538	585	71171028	71171171	47.917	2.19e-06	56.6
Naja_naja_C9A	CM019150.1	585	75	451	524	71168420	71168644	33.333	8.32e-06	54.7
Naja_naja_C9B_pseudogene	CM019149.1	582	79	274	352	286449863	286450099	100.000	2.84e-40	162
Naja_naja_C9B_pseudogene	CM019149.1	582	92	439	530	286454826	286455089	85.870	5.82e-38	155
Naja_naja_C9B_pseudogene	CM019149.1	582	76	198	273	286445313	286445540	96.053	1.98e-35	148
Naja_naja_C9B_pseudogene	CM019149.1	582	54	54	107	286439780	286439941	94.444	1.69e-24	114
Naja_naja_C9B_pseudogene	CM019149.1	582	68	457	524	286407003	286407206	85.294	4.36e-24	113
Naja_naja_C9B_pseudogene	CM019149.1	582	50	107	156	286441734	286441883	100.000	9.05e-23	109
Naja_naja_C9B_pseudogene	CM019149.1	582	47	157	203	286443481	286443621	97.872	1.18e-20	102
Naja_naja_C9B_pseudogene	CM019149.1	582	52	531	582	286455997	286456152	100.000	1.25e-19	99.4
Naja_naja_C9B_pseudogene	CM019149.1	582	50	107	156	286391145	286391294	86.000	1.12e-17	93.2
Naja_naja_C9B_pseudogene	CM019149.1	582	47	157	203	286393405	286393545	78.723	1.80e-15	85.9
Naja_naja_C9B_pseudogene	CM019149.1	582	46	350	395	286451746	286451883	93.478	1.25e-14	83.2
Naja_naja_C9B_pseudogene	CM019149.1	582	75	198	272	286395274	286395498	54.667	2.62e-13	79.0
Naja_naja_C9B_pseudogene	CM019149.1	582	45	26	70	286439094	286439228	77.778	5.53e-13	77.8
Naja_naja_C9B_pseudogene	CM019149.1	582	56	296	351	286399614	286399781	67.857	5.77e-13	68.6
Naja_naja_C9B_pseudogene	CM019149.1	582	15	276	290	286399550	286399594	73.333	5.77e-13	30.0
Naja_naja_C9B_pseudogene	CM019149.1	582	51	57	107	286390065	286390217	64.706	2.77e-12	75.9
Naja_naja_C9B_pseudogene	CM019149.1	582	66	395	460	286453433	286453630	96.970	1.87e-10	69.7
Naja_naja_C9B_pseudogene	CM019149.1	582	45	26	70	286386202	286386336	57.778	3.25e-07	59.3
Naja_naja_C9B_pseudogene	SOZL01000598.1	582	86	439	524	9153	9398	83.721	4.60e-33	140
Naja_naja_C9B_pseudogene	SOZL01000598.1	582	57	296	352	2593	2763	98.246	5.49e-30	116
Naja_naja_C9B_pseudogene	SOZL01000598.1	582	17	274	290	2523	2573	100.000	5.49e-30	39.7
Naja_naja_C9B_pseudogene	SOZL01000598.1	582	52	531	582	10328	10483	100.000	1.17e-19	99.4
Naja_naja_C9B_pseudogene	SOZL01000598.1	582	66	395	460	7774	7971	95.455	1.00e-09	67.4
Naja_naja_C9B_pseudogene	SOZL01000598.1	582	46	350	395	4404	4538	78.261	1.65e-09	66.6
