Hydrophis_major_C9A	CM066329.1	584	81	273	353	355654651	355654893	100.000	2.14e-43	172
Hydrophis_major_C9A	CM066329.1	584	80	453	532	355664477	355664716	96.250	1.69e-40	164
Hydrophis_major_C9A	CM066329.1	584	75	198	272	355643430	355643654	96.000	1.21e-34	146
Hydrophis_major_C9A	CM066329.1	584	94	273	366	355699497	355699769	69.149	1.25e-33	143
Hydrophis_major_C9A	CM066329.1	584	80	453	532	355710969	355711208	80.000	1.04e-32	140
Hydrophis_major_C9A	CM066329.1	584	68	396	463	355663210	355663413	91.176	2.06e-28	127
Hydrophis_major_C9A	CM066329.1	584	53	532	584	355666221	355666379	100.000	9.28e-26	119
Hydrophis_major_C9A	CM066329.1	584	58	98	155	355637482	355637655	89.655	4.06e-23	110
Hydrophis_major_C9A	CM066329.1	584	50	57	106	355636440	355636589	100.000	1.02e-22	109
Hydrophis_major_C9A	CM066329.1	584	50	106	155	355691967	355692116	96.000	8.27e-21	103
Hydrophis_major_C9A	CM066329.1	584	47	156	202	355641382	355641522	97.872	1.98e-20	102
Hydrophis_major_C9A	CM066329.1	584	71	398	468	355709593	355709805	57.746	5.65e-17	91.3
Hydrophis_major_C9A	CM066329.1	584	43	353	395	355661417	355661545	100.000	3.56e-16	88.6
Hydrophis_major_C9A	CM066329.1	584	54	53	106	355690317	355690478	72.222	1.02e-15	87.0
Hydrophis_major_C9A	CM066329.1	584	47	156	202	355693672	355693812	74.468	1.79e-14	83.2
Hydrophis_major_C9A	CM066329.1	584	70	202	271	355695245	355695454	60.000	1.28e-12	77.0
Hydrophis_major_C9A	CM066329.1	584	50	535	584	355712135	355712284	66.000	1.29e-12	77.0
Hydrophis_major_C9A	CM066329.1	584	38	25	62	355630292	355630405	92.105	2.96e-12	75.9
Hydrophis_major_C9A	CM066329.1	584	69	457	525	354844432	354844229	42.029	2.95e-07	59.7
Hydrophis_major_C9A	CM066329.1	584	56	528	583	354841152	354840985	48.214	4.67e-07	58.9
Hydrophis_major_C9A	CM066329.1	584	55	530	583	354747120	354747284	47.273	3.73e-06	56.2
Hydrophis_major_C9A	CM066343.1	584	224	298	514	21092137	21091517	27.679	1.16e-12	77.0
Hydrophis_major_C9A	CM066330.1	584	50	530	579	182841064	182841213	52.000	5.22e-08	62.0
Hydrophis_major_C9A	CM066330.1	584	82	273	354	182902186	182901941	34.146	1.27e-07	60.8
Hydrophis_major_C9A	CM066330.1	584	78	276	353	182823107	182823340	29.487	6.87e-06	55.1
Hydrophis_major_C9B	CM066329.1	584	94	274	367	355699497	355699769	89.362	1.63e-44	176
Hydrophis_major_C9B	CM066329.1	584	77	456	532	355710978	355711208	98.701	1.37e-39	161
Hydrophis_major_C9B	CM066329.1	584	79	195	273	355695221	355695457	93.671	3.86e-35	147
Hydrophis_major_C9B	CM066329.1	584	80	453	532	355664477	355664716	80.000	3.01e-32	139
Hydrophis_major_C9B	CM066329.1	584	80	274	353	355654651	355654890	78.750	3.91e-32	138
Hydrophis_major_C9B	CM066329.1	584	72	397	468	355709590	355709805	87.500	9.24e-28	125
Hydrophis_major_C9B	CM066329.1	584	57	528	584	355712114	355712284	96.491	3.78e-26	120
Hydrophis_major_C9B	CM066329.1	584	54	54	107	355690317	355690478	94.444	1.92e-23	111
Hydrophis_major_C9B	CM066329.1	584	50	107	156	355691967	355692116	100.000	7.57e-22	106
Hydrophis_major_C9B	CM066329.1	584	50	107	156	355637506	355637655	96.000	1.17e-20	102
Hydrophis_major_C9B	CM066329.1	584	47	157	203	355693672	355693812	97.872	2.18e-20	102
Hydrophis_major_C9B	CM066329.1	584	60	398	457	355663216	355663395	63.333	1.34e-16	89.7
Hydrophis_major_C9B	CM066329.1	584	77	196	272	355643421	355643651	59.740	6.75e-16	87.8
Hydrophis_major_C9B	CM066329.1	584	42	355	396	355701928	355702053	100.000	1.09e-15	87.0
Hydrophis_major_C9B	CM066329.1	584	51	57	107	355636437	355636589	74.510	2.83e-15	85.5
Hydrophis_major_C9B	CM066329.1	584	47	157	203	355641382	355641522	74.468	1.91e-14	82.8
Hydrophis_major_C9B	CM066329.1	584	53	532	584	355666221	355666379	64.151	2.82e-14	82.4
Hydrophis_major_C9B	CM066329.1	584	41	26	66	355689614	355689736	82.927	3.28e-12	75.9
Hydrophis_major_C9B	CM066329.1	584	71	457	527	354844432	354844223	40.845	4.63e-07	58.9
Hydrophis_major_C9B	CM066329.1	584	45	26	70	355630292	355630426	55.556	3.01e-06	56.2
Hydrophis_major_C9B	CM066329.1	584	47	537	583	354841125	354840985	53.191	7.81e-06	55.1
Hydrophis_major_C9B	CM066343.1	584	221	299	514	21092137	21091517	24.887	3.70e-10	68.9
Hydrophis_major_C9B	CM066343.1	584	220	298	516	18390381	18390986	22.727	2.73e-07	59.7
Hydrophis_major_C9B	CM066330.1	584	103	273	375	182902189	182901884	33.010	5.64e-08	62.0
Hydrophis_major_C9B	CM066330.1	584	48	537	584	182866392	182866249	52.083	5.24e-06	55.5
