Lacerta_agilis_C9A	NC_046322.1	590	82	275	356	17730937	17730692	98.780	9.56e-44	173
Lacerta_agilis_C9A	NC_046322.1	590	80	455	534	17726992	17726753	96.250	3.21e-41	165
Lacerta_agilis_C9A	NC_046322.1	590	75	201	275	17734095	17733871	100.000	2.51e-37	154
Lacerta_agilis_C9A	NC_046322.1	590	61	398	458	17728907	17728725	100.000	1.31e-28	127
Lacerta_agilis_C9A	NC_046322.1	590	64	527	590	17725635	17725444	90.625	3.00e-27	122
Lacerta_agilis_C9A	NC_046322.1	590	50	56	105	17736501	17736352	98.000	5.77e-23	109
Lacerta_agilis_C9A	NC_046322.1	590	50	105	154	17735218	17735069	100.000	8.08e-22	105
Lacerta_agilis_C9A	NC_046322.1	590	47	155	201	17734820	17734680	97.872	1.78e-20	101
Lacerta_agilis_C9A	NC_046322.1	590	45	353	397	17730038	17729904	95.556	1.83e-16	89.0
Lacerta_agilis_C9A	NC_046322.1	590	31	26	56	17738434	17738342	100.000	1.94e-10	69.3
Lacerta_agilis_C9A	NC_046322.1	590	60	470	529	18232068	18232247	48.333	4.05e-09	65.1
Lacerta_agilis_C9A	NC_046322.1	590	26	1	26	17739501	17739424	100.000	3.09e-06	55.8
Lacerta_agilis_C9A	NC_046325.1	590	221	304	516	13375366	13374761	27.602	3.11e-09	65.5
Lacerta_agilis_C9A	NC_046325.1	590	198	304	499	12009921	12010469	20.707	3.66e-06	55.5
Lacerta_agilis_C9A	NC_046317.1	590	81	279	359	37736138	37735896	35.802	2.74e-08	62.4
Lacerta_agilis_C9A	NC_046317.1	590	78	450	526	37726517	37726287	39.744	3.91e-08	62.0
Lacerta_agilis_C9A	NC_046317.1	590	43	540	581	37715834	37715962	62.791	5.00e-07	58.2
Lacerta_agilis_C9A	NC_046317.1	590	82	279	360	37705973	37706218	28.049	3.79e-06	55.5
